tipo_servico,canal_atendimento,faixa_etaria,tempo_espera,qualidade_percebida,preco_pago,atendimento_resolutivo,nps,tempo_resposta,isc
Básico,E-mail,36-50,"7,699565666","6,851482425","48,88089417",Sim,"7,988486321","3,898576296","50,3275156"
Intermediário,Presencial,36-50,"8,507188749","7,200466388","57,85834192",Sim,"9,155991241","3,171946144","52,7947987"
Premium,E-mail,51+,"6,260918864","8,543995161","68,25697709",Não,"3,720106264","2,684718914","49,48388821"
Básico,Chat,26-35,"5,768182586","6,822034575","47,33088844",Sim,"7,752789284","0,8622403956","56,7209902"
Premium,Chat,18-25,"14,26831869",,"58,9920288",Sim,"3,757058096","3,732749887","48,71929894"
Básico,Presencial,18-25,"7,893369361","7,523017094","61,94639522",Não,"5,634527948","3,049304161","45,97684397"
Básico,E-mail,36-50,"11,37700862","5,835305892","46,1849414",Sim,"9,499812122","2,817359546","47,48108493"
Intermediário,E-mail,26-35,"11,03722457","6,956774093","57,30467775",Sim,"7,891299255","2,746837531","51,79180499"
Intermediário,Presencial,51+,"11,75632309","7,924796425","60,46904654",Sim,10,"3,062773493","53,89056615"
Intermediário,Presencial,26-35,"8,033462952","7,036934048","53,54625855",Sim,"7,73049979","3,769563332","57,05352945"
Premium,Presencial,26-35,"12,29299941","6,192831517","42,68692818",Sim,"8,398692047","3,319151006","37,96078102"
Básico,Telefone,26-35,"10,5744168","5,417563713","52,67654715",Sim,"1,460791719","1,592569007","47,69071707"
Intermediário,Chat,51+,"14,81551437","6,932410121","64,66698078",Sim,"3,725897279","3,398792988","46,01684627"
Básico,Presencial,26-35,"10,57205737","8,348493379","63,08913269",Sim,"7,0554002","3,800758829","51,95935117"
Intermediário,Presencial,26-35,"7,177460166","8,621595013","67,95201509",Sim,"2,041375633","3,463820474","52,03639496"
Básico,Chat,26-35,"16,50693337","9,020138136","76,0283049",Não,"5,817363472","3,936874202","42,58342682"
Básico,E-mail,26-35,"8,901344639","7,869009495","58,23748842",Sim,"5,251966701","1,171667148","49,96345513"
Intermediário,Chat,51+,"10,74082749","4,901924087","39,6017555",Sim,"7,416813471","2,890261416","45,41075494"
Intermediário,Telefone,26-35,"16,47734918","7,770868222","56,36563614",Não,"6,555932443","3,655686898","50,39466528"
Básico,E-mail,36-50,"11,25469731","6,852841264","50,95455783",Sim,"8,389880014","3,075712265","40,51670436"
Básico,Chat,26-35,"12,75727845","6,462425117","50,45795325",Não,"5,180666458","3,159712241","34,34837999"
Premium,Presencial,51+,"0,3125191154","8,271072268","58,52035779",Sim,"6,676857558","3,610379441","61,7381109"
Premium,Presencial,36-50,"5,086297341","7,181314578","60,4680351",Sim,"3,990518504","3,943562284","54,79659856"
Intermediário,Telefone,51+,"5,96976554","6,215555116","46,1098401",Não,"7,773916207","2,098790682","48,80813286"
Básico,Telefone,36-50,"11,07238975","6,724707067","53,3693165",Sim,"4,078961733","2,306228207","40,74195767"
Intermediário,Chat,51+,"12,52830437","6,283511087","39,72095283",Sim,"7,952047502","2,408101944","45,52117262"
Intermediário,Chat,18-25,"4,416681324","7,554758968","60,42086147",Sim,10,"3,738650016","56,89709156"
Intermediário,Telefone,26-35,"13,2281384","5,020822655","48,47672077",Não,"6,42003512","2,939775878","34,88613698"
Básico,Telefone,18-25,"23,8209626","7,639274602","57,22456922",Sim,"7,658177345","3,706948118","34,04281789"
Intermediário,E-mail,51+,"14,10180504","8,43641607","64,68651538",Sim,"8,892297559","2,827281176","42,04191735"
Intermediário,E-mail,36-50,"6,398951385","6,154602693","52,88095741",Sim,"7,489811315","2,167281606","54,14339"
Premium,Telefone,26-35,"5,209366088","5,415077287","45,04323428",Sim,"9,101585301","4,699049874","54,70400114"
Básico,Chat,18-25,"7,45152831","5,604462412","45,26637309",Sim,"4,591367755","4,961892185","38,26650601"
Intermediário,E-mail,18-25,"16,37925321","7,90511249","72,96539526",Sim,"2,827626544","2,987842219","51,70681273"
Premium,Chat,36-50,"9,536677997","5,451109173","46,67412932",Não,"7,597225199","1,724657711","50,2107273"
Intermediário,E-mail,18-25,"8,709802979","8,685142051","63,72959344",Sim,"6,228038627","4,58441604","49,0622148"
Básico,Telefone,51+,"14,29053713","4,068785725","31,97634536",Sim,"5,621256528","2,919861899","42,26755757"
Intermediário,Presencial,26-35,"16,87926986","5,933485816","48,95086588",Sim,"6,85994701","3,476603243","42,06693519"
Intermediário,Chat,26-35,"6,956853351","5,399258307","32,53526737",Sim,"4,362336614","1,529450486","41,97412297"
Premium,E-mail,36-50,"11,17442855","6,983556455","48,48566767",Não,"4,225099912","4,73189251","45,47157865"
Intermediário,E-mail,51+,"7,565630463","5,59466658","46,97422602",Sim,"8,695000817","4,689061484","52,28316938"
Premium,Presencial,51+,"6,035223537","8,105842939","74,53329751",Sim,"8,779566532","3,169805098","59,39426115"
Intermediário,Chat,51+,"14,13553241","9,362396931","70,80341444",Sim,"6,087582715","2,403226516","51,3216684"
Intermediário,E-mail,18-25,"8,701212241","7,845188105","64,88394421",Sim,"9,048044013","0,7911292088","59,56152823"
Básico,Chat,26-35,"12,40671697","8,479378353","64,07718068",Sim,"7,88550891","2,619281142","48,25948097"
Intermediário,E-mail,26-35,"6,040227329","6,804118407","61,15994166",Sim,"7,00755891","3,734802354","58,46809486"
Intermediário,Chat,18-25,"11,01861811","4,231416648","28,60516618",Sim,"2,958409396","3,768723668","48,7290459"
Básico,Presencial,18-25,"1,497319741","7,215274094","52,36127334",Sim,"8,778938469","2,384602736","59,78976694"
Intermediário,Presencial,18-25,"5,506743816","9,092321733","70,88682714",Sim,"9,796102018","4,636658956","66,19640994"
Básico,Telefone,18-25,"14,04808456","8,150761757","67,36447833",Sim,"6,904110743","3,554927914","53,28948123"
Intermediário,Telefone,26-35,,"2,22981205","19,05107018",Sim,"6,304615598","3,036951146","42,62071316"
Básico,E-mail,18-25,"9,751610667","5,44492744","51,3086544",Sim,"6,773648458","2,802617645","49,6326756"
Básico,E-mail,51+,"5,320542165","4,449800445","38,07361656",Não,"6,696605746","2,436387661","41,81125186"
Intermediário,Presencial,26-35,"3,467447129","6,42144856","52,1314434",Sim,"3,711626845","2,593797569","54,95911629"
Intermediário,Chat,36-50,,"4,227828483","36,57469274",Não,"4,908287319","3,246850477","40,76973065"
Intermediário,Chat,26-35,"12,04370992","8,852981694","70,16217639",Sim,"8,937116773","2,949503031","54,31339205"
Premium,Chat,51+,"6,092303298","7,541277362","55,83845266",Não,"6,332280066","4,534387641","48,28404944"
Básico,Presencial,51+,"10,54461313","9,090553394","75,53438275",Não,"5,902832059","2,972088577","45,56915365"
Básico,Chat,36-50,"16,17766715","7,25113558","58,2682518",Sim,"7,837435311","2,269685436","42,98077259"
Intermediário,Chat,26-35,"9,149482439","5,991159616","53,11466587",Sim,"8,991911622","1,083649307","57,15668973"
Básico,Telefone,26-35,"9,64606231","7,919050423","62,35027707",Sim,"4,857357667","4,185032719","43,19760581"
Intermediário,Presencial,18-25,"9,618626511","6,638177731","46,85970947",Não,"6,625855798","2,710238564","39,55319746"
Básico,Telefone,26-35,"10,78597015","7,273836107","57,3071925",Não,"5,301505946","1,595237627","38,75384236"
Premium,E-mail,26-35,"12,48409633","5,121568359","39,18681237",Sim,"7,049163118","2,120567325","41,15863236"
Básico,Presencial,26-35,"7,412943988","5,168703911","49,41636239",Sim,"9,513679657","5,542988009","52,7258179"
Básico,E-mail,18-25,"12,88959663","5,702669866","41,59297893",Sim,"8,965321482","1,714664767","48,7192119"
Intermediário,Chat,26-35,"6,893471547","8,690706536","63,82318034",Sim,"7,015811041","3,29220366","53,97515457"
Intermediário,Chat,26-35,"10,60429957",10,"87,30777236",Sim,"6,26211272","1,157331704","58,97238078"
Básico,Presencial,26-35,"12,90324706","6,466180574","55,35426189",Sim,"5,385647599","2,758977406","48,35099954"
Intermediário,E-mail,36-50,"5,516090867","8,606518405","72,77167363",Sim,"2,569860302","3,32073936","53,41302573"
Básico,Telefone,18-25,"11,13737302","2,581256434","26,06333752",Sim,"4,426434167","2,757878675","43,68743279"
Intermediário,E-mail,36-50,"11,47386996","6,06742137","46,44740515",Sim,"6,88942885","3,008019638","48,57962107"
Básico,Chat,18-25,"9,201790544","6,412535198","46,17810171",Sim,"3,612296466","2,764670784","36,5677877"
Intermediário,Presencial,18-25,"8,090310211","6,70592728","53,73616036",Não,"7,412230061","3,917778055","47,85668844"
Intermediário,Presencial,18-25,"7,16500031","7,665761735","55,08614166",Sim,"7,482140624","2,923233344","49,44319993"
Premium,Telefone,36-50,"14,959167","5,886718638","43,29540009",Não,"4,921861897","4,611966124","34,48623576"
Premium,E-mail,51+,"5,07473477","4,831845933","33,22759582",Não,"6,980411922","3,739729829","49,60316688"
Intermediário,Chat,18-25,"12,09774589","8,470549129","73,66760378",Sim,"7,733274221","2,901368122","55,82562307"
Premium,Chat,36-50,"9,513919012","7,146219146","66,93424012",Sim,"4,194807363","4,102826358","59,5987995"
Intermediário,E-mail,26-35,"5,171169869","4,810875393","42,58900784",Sim,"2,61660699","3,037157178","56,71915564"
Básico,Presencial,36-50,"6,55452602","6,916110924","46,43081023",Sim,"7,86500199","3,327593448","50,05599414"
Básico,Telefone,51+,"6,251862881","5,563860605","40,2795858",Sim,"8,909355765","2,734424051","44,61846523"
Básico,E-mail,51+,"11,80594116","9,487939036","81,76537211",Sim,10,"0,5","60,59849024"
Básico,Telefone,36-50,"8,896528304","9,01178702","66,49920624",Sim,"7,409054314","2,507335057","51,2987125"
Básico,Chat,51+,"14,82095881","2,239013257","13,54060869",Sim,"3,452005866","1,51147097","29,88443884"
Premium,Telefone,51+,"9,93493917","9,358161622","76,3642349",Sim,"4,308919477","3,01994494","55,97998922"
Premium,Telefone,36-50,"7,97083091","5,76949296","54,59249594",Sim,"5,569892295","3,133561766","52,92409429"
Intermediário,Presencial,18-25,"7,842754813","6,939655476","47,32524358",Sim,"8,132530534","3,407954121","45,36579063"
Básico,Presencial,36-50,"6,482789453","6,820752936","61,64169023",Sim,"7,143460425","3,26903794","49,51242155"
Intermediário,Telefone,18-25,"9,752839921","6,991333935","55,70635762",Não,"6,131196444","5,208878772","42,68975616"
Básico,Presencial,36-50,"6,639528607","8,320930596","67,32880501",Não,"4,630721927","3,022831252","41,7390076"
Intermediário,Presencial,26-35,"9,785460986","4,787308308","45,02883095",Não,"7,950421031","3,693324477","36,72198648"
Intermediário,Telefone,51+,"11,63819516","9,368997257","78,54195058",Sim,"8,265304891","3,067835886","58,94304499"
Intermediário,Telefone,36-50,"2,832659253","8,500547435","64,7958801",Sim,"8,458173838","4,831868464","56,61849388"
Intermediário,Chat,26-35,"8,240592615",10,"76,87175332",Sim,"3,802316072","3,735119266","53,7808313"
Básico,Presencial,18-25,"11,24417401","8,307390452","76,12204107",Sim,"8,266558095","4,117296535","60,06043334"
Básico,Presencial,18-25,"9,883482668","7,172008625","50,90205486",Sim,"3,961169771","0,9791117314","42,18443733"
Premium,Presencial,36-50,"5,157554621","8,99870128","72,57240928",Sim,"7,341342053","3,531189734","69,04962056"
Básico,E-mail,36-50,"11,61256695","8,322003179",,Sim,"8,847967536","2,194885556","54,52043883"
Intermediário,Chat,18-25,"9,868823553","7,651244942","59,00162763",Não,"5,188584332","3,919868325","43,91812151"
Básico,Chat,18-25,"14,30749686","4,805615139","37,09387377",Sim,"8,294612084","2,852871015","46,37309784"
Premium,Presencial,26-35,"11,51785384","8,018189819","60,60425608",Sim,"5,684171321","3,683649964","50,03186747"
Básico,Presencial,36-50,"6,532577466","4,576696376","41,08448375",Sim,"7,127520442","3,438102336","44,6393761"
Básico,Chat,36-50,"12,76561597","8,085967244","65,06365948",Sim,10,"1,025318226","48,26747034"
Básico,Telefone,51+,"8,478357898","7,944520503","62,34932933",Sim,"6,345754119","2,05693464","49,99055622"
Básico,Telefone,51+,"12,26416948","7,018962629","52,98276711",Sim,"4,961199244","2,470659504","38,02927653"
Premium,Presencial,18-25,"15,67901204","5,332999892","49,07050162",Sim,"5,678109224","3,81581995","43,43462254"
Premium,E-mail,26-35,"8,753184567","5,819716036","48,88534567",Não,"5,688435699","2,630025373","49,87958829"
Intermediário,Chat,26-35,"12,80790742","9,518927352",,Sim,"8,032211473","2,808263521","43,6830057"
Intermediário,Presencial,18-25,"3,1369766","5,885794504","53,35816464",Sim,"4,120981526","3,333348075","57,3354436"
Intermediário,E-mail,26-35,0,"8,206264346","64,56585918",Sim,"5,239268476","2,916962856","59,74863845"
Básico,E-mail,18-25,"2,835414071","5,827965999","45,38332992",Sim,"8,120450732","1,872403695","52,20807817"
Intermediário,Chat,51+,"10,4803849","6,844080808","48,28077545",Sim,"6,758482426","4,790364954","40,0944693"
Premium,Telefone,18-25,0,"7,363279334","60,86482041",Não,10,"2,318738815","60,64912872"
Básico,Telefone,36-50,0,"7,410882259","57,55926352",Não,"6,99216237","2,948634187","51,74244262"
Premium,Chat,18-25,"18,8838872","3,474484959","27,12089524",Sim,"5,143293795","2,547700697","42,87157679"
Básico,Chat,18-25,"11,29759863","8,405355385","81,13407572",Sim,"4,551458392","2,277713429","53,24947452"
Premium,E-mail,36-50,"11,07894256","8,688689603","71,09474594",Sim,"9,023946076","2,42581524","61,00234916"
Básico,Telefone,26-35,"9,758266208","6,03803241","54,43111182",Não,"4,936653633","2,785728248","52,21564333"
Premium,Chat,36-50,"15,14854215","5,239840361","36,98256898",Não,"6,804482511","1,832808358","36,19092386"
Intermediário,Telefone,51+,"9,04568729","6,73451602","61,79639558",Sim,"5,223937841","4,866115801","49,50032318"
Intermediário,Presencial,18-25,"13,02358796","8,617613532","74,26269977",Sim,"8,866994809","2,736214847","56,9792171"
Intermediário,Presencial,26-35,"10,41473268","5,871067226","40,2577757",Sim,"7,8732169","1,606664801","52,5737652"
Básico,Chat,18-25,"7,66400493","7,060633127","66,52521178",Sim,"6,697316366","4,009285837","53,93247061"
Intermediário,E-mail,51+,"6,455101072","5,443657242","44,09436349",Sim,"9,448706013","2,868770994","46,42953868"
Intermediário,Presencial,18-25,"2,906116011","8,259411739","78,16806813",Sim,"3,386288961","2,377867401","60,55563326"
Intermediário,Telefone,36-50,"9,701446253","5,530404051","38,25120249",Sim,"6,238637562","2,42371399","42,57183957"
Básico,E-mail,36-50,"3,669007835","7,938309194","60,11081203",Sim,"3,871895355","2,879627729","51,3509383"
Intermediário,Presencial,51+,"8,092395567","6,984605832","55,38882838",Sim,"6,966332125","1,343093145","54,35996952"
Premium,Chat,18-25,"5,271847315","4,796539962","40,82637762",Sim,"8,248642785","2,886207383","54,15710272"
Intermediário,Presencial,18-25,"10,39787699","7,419952666","58,83048863",Não,"7,219900172","4,912364452","54,7892912"
Básico,Chat,36-50,"15,17888608","6,50114377","49,6622459",Sim,"4,784067453","0,8091793761","43,52601055"
Premium,Presencial,18-25,"13,88177238","9,83010046","80,37776298",Sim,"5,829824667","3,650234873","50,62132647"
Intermediário,Presencial,51+,"6,528501473","6,557736685","57,18488951",Não,"5,392514733","3,321910696","48,45460303"
Intermediário,Presencial,51+,"1,495005725","5,287358051","45,80374542",Não,"5,611841946","5,611952519","45,2522129"
Básico,Presencial,51+,"9,178348392",10,"75,2269021",Sim,"6,087148075","2,439638104","56,40836155"
Básico,Presencial,36-50,"5,573346308","6,269179143","62,23843437",Sim,"7,96029618","2,527919182","57,82128418"
Básico,E-mail,26-35,"7,804304054","9,021241314","68,09146027",Sim,"4,454291736","2,759354128","46,01978753"
Premium,Telefone,36-50,"11,27565606","5,702765377","49,04791076",Não,"5,590553142","2,888429565","47,0896572"
Intermediário,Presencial,51+,"9,659841874","7,297494412","55,05888603",Sim,"9,33957908","2,247268498","51,04039436"
Básico,Chat,51+,"19,06997412","5,843655341","48,71066425",Sim,"8,125353825","3,11728018","37,77488707"
Intermediário,Telefone,18-25,"10,09134102","5,671274098","41,53824035",Não,"8,159278429","5,001070047","42,9951196"
Básico,Chat,26-35,"14,27161723","7,592052918","63,55917367",Não,"9,138336658","3,345479371","44,83255379"
Básico,Presencial,26-35,"5,923048828","7,456708878","62,53193032",Sim,"7,053827804","3,893642249","55,7296045"
Intermediário,Chat,51+,"9,115870882","5,95220487","50,57206812",Não,"8,3712904","2,991756038","45,3195228"
Básico,E-mail,36-50,"13,16652698","7,186338892","59,6556292",Sim,"5,427815018","4,326866572","46,20345394"
Intermediário,Chat,26-35,"12,70769164","6,488547814","48,48624862",Sim,"4,22223105","2,789548322","44,60305933"
Básico,E-mail,18-25,"4,626407393","7,535028637","64,11060726",Sim,"4,597549903","3,024418029","43,90293266"
Básico,Presencial,26-35,"7,536602111","7,271400928","55,15427394",Sim,"4,931690823","2,06712774","49,34789621"
Básico,E-mail,51+,"9,970505198","6,194534604","49,51061351",Sim,"3,355611595","2,875676873","43,01672491"
Básico,Presencial,18-25,"9,330273693","9,22433637","69,74043738",Sim,"8,58068277","2,564077645","52,15065611"
Intermediário,Chat,36-50,"7,823388583","8,148689175","67,50274255",Sim,"5,121562727","3,152865253","54,68571161"
Intermediário,E-mail,51+,"5,194761545","8,775021474","70,1386051",Sim,"2,963724052","3,623380051","50,29708227"
Básico,Presencial,36-50,"15,94851515","6,756926315","51,44667912",Sim,"4,333654735","3,991843172","34,89708256"
Premium,Telefone,26-35,"13,09125222","6,397940331","59,31750418",Sim,"4,169390724","3,21540279","53,09476042"
Intermediário,Telefone,51+,"14,41601752","8,977776087","71,98773855",Sim,"2,673878917","4,852300054","43,23175518"
Intermediário,Presencial,51+,"10,14379924","6,545037363","46,97862688",Sim,"7,360441347","3,131104629","44,19268807"
Intermediário,Chat,36-50,"14,34608655","5,545776631","44,18228736",Sim,"6,962520082","2,670959745","44,7815738"
Básico,Chat,36-50,"11,70924392","8,005729741","63,03114541",Sim,"2,949437766","3,746051977","44,04612445"
Básico,Presencial,26-35,"9,563059212","6,973915374","50,00589914",Sim,"9,719034141","2,437089153","47,16265882"
Básico,E-mail,51+,"7,240399041","5,661765413","40,77251112",Sim,"5,1354839","3,173658303","42,92628184"
Premium,E-mail,18-25,"5,032457559","5,829406296","39,95103197",Sim,"5,508256729","2,745406037","53,48757811"
Básico,E-mail,36-50,"11,21443978","7,339397855","61,36906981",Sim,"5,556261637","1,832686318","52,22253372"
Intermediário,Chat,36-50,"13,93798945","4,948368016","35,41590427",Sim,"1,351712654","3,398107244","39,80323901"
Intermediário,Presencial,51+,"9,011916102","4,988855422","46,16810513",Sim,"7,130886181","2,509977988","48,35361203"
Premium,Chat,18-25,"6,374889157","6,939647952","52,97642823",Não,"6,095620201","2,610857994","44,05924304"
Premium,Telefone,18-25,"13,35469747","9,181151876","65,31538048",Sim,"5,828889422","2,490772243","47,23047789"
Premium,Chat,51+,"5,727452316","9,000848668","70,75246668",Sim,"7,905292887","3,192499955","55,63972771"
Premium,Chat,26-35,"9,200044889","5,231715634","37,84258219",Sim,"7,128669914","1,03277565","53,86458187"
Básico,Telefone,18-25,"9,715841973","6,023784084","48,17491526",Sim,"5,206473806","0,6140916014","51,42767738"
Básico,Chat,26-35,"13,62690311","6,330995756","46,36292933",Sim,"5,865034039","3,793855346","44,40465839"
Intermediário,Chat,26-35,"2,988474906","6,203707674","52,08027866",Sim,"3,309883744","4,384210284","52,57184737"
Básico,Presencial,51+,"12,30730912","8,085307604","67,94160148",Sim,10,"3,363907358","43,52984643"
Intermediário,E-mail,18-25,"6,095919691","5,029483538","40,13033904",Sim,"4,376494638","3,260955537","59,30869468"
Básico,Telefone,51+,"8,641768186",,"46,06629691",Sim,"5,076955036","3,910255509","42,03399173"
Premium,Telefone,18-25,"10,05513107","5,945587626","49,25833198",Sim,"9,775327663","1,956568247","55,00734268"
Premium,Telefone,18-25,"9,969328296","8,734719959","64,13573024",Não,"7,17315947","2,077768621","48,52037027"
Básico,Presencial,51+,"9,438314228","7,431474904","63,17297923",Sim,"3,837411812","2,939991194","46,82222825"
Intermediário,Chat,51+,"6,075831892","7,756379531","64,85617178",Sim,"7,486704488","4,662559359","61,2849172"
Básico,E-mail,51+,"11,42335849","7,353403258","57,49902678",Sim,"5,228542188","3,524535084","51,70815674"
Premium,Presencial,51+,"11,26744062","6,518087635","61,71352906",Não,"6,009232421","3,856449192","41,60558377"
Básico,Chat,18-25,"8,045292201","8,626237761","75,51566503",Sim,"8,314672174","5,268480379","48,30690955"
Intermediário,Chat,51+,"12,31686909",10,"77,65692984",Não,"4,482374405","1,675917986","42,66846343"
Intermediário,Chat,18-25,"15,9519778","6,788921058","51,64907853",Sim,"4,724229904","2,911176768","42,03477141"
Intermediário,Telefone,51+,"11,33493841","6,481941327","52,02269097",Sim,"6,614348019","1,065986908","51,23571601"
Premium,Presencial,18-25,"13,25249037","7,637716222","62,92203857",Sim,"3,914035817","2,409135345","53,09793182"
Intermediário,Chat,36-50,"11,80602285","7,868909491","70,72958255",Sim,"6,44685718","2,130143683","53,43515648"
Premium,Presencial,51+,"13,30433602","6,926327533","56,47314652",Não,"3,386722425","3,767962633","45,45026032"
Básico,Presencial,36-50,"11,8602772","8,738316609","74,70613839",Não,"4,957906863","2,384139483","41,04235995"
Básico,Presencial,51+,"8,959827105","7,410250464","72,10041236",Sim,10,"2,56796618","49,16770591"
Premium,Presencial,36-50,"11,37806722","8,593319937","68,51220127",Sim,"7,634488483","2,891265032","51,82786934"
Intermediário,Telefone,26-35,"12,94098471",10,"81,74426438",Não,"6,194464156","4,010310147","42,25846244"
Premium,E-mail,18-25,"6,683477235","6,2638444","52,58752139",Sim,"4,180879737","4,668445646","54,38187702"
Intermediário,Presencial,26-35,"10,90162298","6,871591642","59,69480565",Sim,"8,089195553","2,634805258","44,5619468"
Básico,E-mail,18-25,"14,77694771","6,292692759","51,38752553",Não,"4,368272939","3,488784838","35,28104394"
Intermediário,Presencial,36-50,"7,413892965","6,170221115","46,55237583",Sim,"5,47341586","1,770588223","46,81111116"
Intermediário,Chat,26-35,"9,937116044","5,669413648","43,03456991",Sim,"4,36818025","1,476579023","47,8013363"
Básico,Presencial,36-50,"9,467815164","6,994732005","57,38029694",Sim,"5,213648425","3,610428344","47,92793796"
Intermediário,Telefone,36-50,"15,27881537","5,182283664","49,27341103",Não,"8,134828096","0,8527894629","40,12334244"
Básico,E-mail,26-35,"6,666118688","4,330792731","37,60482126",Não,"5,241777318","3,731258687","42,60790717"
Básico,Chat,26-35,"10,51089077","6,968614978","61,02975651",Sim,"9,482132954","3,623655921","49,85224918"
Intermediário,Presencial,18-25,"8,953407629","5,667011437","40,51571275",Sim,"6,967699608","3,336365704","50,66526692"
Premium,Chat,36-50,"7,456722258","4,99116044","40,93202167",Sim,"6,484401191","2,949061313","54,39758388"
Básico,E-mail,36-50,"18,69870618","6,243031619","60,52414002",Sim,"3,87016639","3,194685378","39,81568336"
Intermediário,Telefone,51+,,"6,026107466","42,08156513",Não,"7,170771555","2,196352189","42,44742183"
Premium,Chat,26-35,"14,28571051","6,867904824","55,90870018",Sim,"6,313665306","2,015394216","49,42592584"
Premium,Chat,26-35,"12,15445798","4,777688491","41,50516694",Sim,"7,793192428","3,739783656","46,62007183"
Básico,Telefone,51+,"13,70617025","8,451601171","65,09688351",Sim,"4,561336536","2,977477396","33,9722952"
Intermediário,E-mail,18-25,"18,19162424","6,299882135","48,94504023",Sim,"9,862382374","0,5","51,13982286"
Premium,E-mail,26-35,"10,24614397","9,237133571","73,38333315",Sim,"7,214614825","1,388903861","57,50073674"
Premium,Presencial,36-50,"13,69381547","9,88507967","84,17003505",Não,"4,619601717","3,91421013","55,67583752"
Premium,Presencial,26-35,"15,31201603","6,963412917","41,15536609",Sim,"6,619112053","2,994840042","49,31312816"
Intermediário,Telefone,51+,"15,39309681","7,153484214","60,8402397",Sim,"6,697293057","4,565242152","40,16990959"
Premium,E-mail,18-25,"21,15421344",10,"78,58371169",Sim,"7,148884471","2,381489134","51,15322188"
Básico,Presencial,18-25,"11,14901979","5,768268016","47,74863681",Sim,"3,670733625","4,698929618","40,63917003"
Intermediário,Telefone,36-50,"10,23901327","5,055299642","35,7123691",Sim,"8,200563701","2,948166461","51,34306333"
Intermediário,E-mail,36-50,"11,02329952","9,611421136","83,13469781",Não,"4,618212655","1,576469329","50,94600051"
Intermediário,E-mail,36-50,"14,28001671","4,708978588","33,34076355",Sim,"5,462482499","2,617147559","41,26733502"
Premium,E-mail,51+,"13,94024474","6,000208243","49,29204272",Não,"7,549327294","2,3962825","45,22078682"
Básico,Chat,51+,"11,24294201","5,928828418","49,34227116",Sim,"5,654411233","1,210313084","49,81375823"
Premium,Presencial,18-25,"11,86975505","6,043460109","44,51520619",Sim,"6,152195951","2,900010098","39,03600033"
Intermediário,Presencial,36-50,"13,90565141","6,098101989","49,95598554",Sim,"4,802846296","4,474398278","42,90894784"
Premium,Chat,36-50,"3,773871733","9,155454381","75,58917185",Sim,"4,834160642","3,425172166","62,0995775"
Premium,Presencial,18-25,"15,24128227","7,642970031","62,25517179",Sim,"7,709094955","2,687626172","57,45407491"
Básico,Telefone,18-25,"6,29257448","5,314411178","38,96937045",Não,"8,450883739","2,556512001","44,92871445"
Básico,E-mail,18-25,"10,89367231","7,270967347","59,2595826",Sim,"4,188475443","4,177028821","44,58238941"
Premium,Chat,51+,"16,9687589","5,109080722","40,90057598",Sim,"5,072401985","3,586360274","43,2166743"
Básico,E-mail,18-25,"10,93204358","7,4683864","65,43342347",Sim,"5,19958674","2,177187639","49,44739674"
Premium,E-mail,26-35,"7,294799975","5,758458961","44,27350463",Sim,"3,099365208","3,732863996","49,67095632"
Básico,Presencial,51+,"8,353029835","5,938522647","44,07653213",Não,"6,066783808","3,668450308","39,84605139"
Básico,E-mail,18-25,"9,789045753","3,713518224","29,26263278",Sim,"6,979408422","2,318418096","40,44745005"
Premium,Presencial,51+,"5,949632142","5,674762188","41,10114301",Sim,"6,408186919","2,84109054","55,62547177"
Básico,E-mail,18-25,"9,901193053","4,625267597","42,53821007",Sim,"5,854959022","3,748823223","41,38755537"
Intermediário,Presencial,36-50,"9,672908487",,"41,13696198",Sim,"7,781933717","1,3978441","45,48124019"
Intermediário,Chat,26-35,"9,125559024","7,213665538","58,30179077",Sim,10,"3,170906658","51,86318995"
Básico,Chat,51+,"11,55122423","7,593720769","62,16680313",Não,"1,855229195","1,7702848","43,83126213"
Básico,Chat,26-35,"9,71835391","5,926894956","56,10772209",Sim,"2,988319171","1,78301757","50,11334494"
Premium,Telefone,36-50,"8,118483892","4,665666546","38,79906273",Sim,"7,032474582","3,687777511","50,81588473"
Premium,Chat,18-25,"8,095959623","8,09160637","63,71041224",Sim,"9,464587359","2,604506778","57,09712128"
Intermediário,Presencial,26-35,"7,777761645","7,36618609","56,46074797",Sim,"3,381800767","3,425550607","47,29727159"
Básico,Presencial,51+,"7,767459321","8,498844331","60,46637655",Sim,"6,291939067","3,978035101","51,63432715"
Premium,Telefone,36-50,"7,926900058","6,831465643","39,50490752",Não,"8,970089983","4,196535001","41,87248692"
Básico,Chat,51+,"7,269618522","7,058588533","57,959246",Sim,"8,270707143","1,560304337","50,79670133"
Básico,E-mail,26-35,"6,430315759","6,592164564","49,74251226",Sim,"6,718580481","2,315623284","47,97085475"
Intermediário,Chat,18-25,"11,05971753",10,"83,06490954",Sim,"6,57667528","2,218237645","54,26716668"
Básico,Telefone,26-35,"10,26845789","6,626632592","55,58657545",Sim,"7,727014729","2,687072637","47,5613403"
Intermediário,Telefone,18-25,"15,36458489","5,403131138","44,25363098",Sim,"6,069032225","4,397351625","43,119386"
Básico,E-mail,26-35,"6,040895236","7,952402043","60,3246144",Sim,"9,807045357","2,861378483","57,16474088"
Intermediário,Telefone,18-25,"12,72581872","9,975945413","78,78492948",Sim,"5,384985691","1,198243741","50,19199105"
Intermediário,Telefone,26-35,"7,424118933","4,415900358","25,59752143",Sim,"5,148814294","2,185063901","41,17347005"
